TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,HighValue
TX001007,AC00255,353.68,2023-06-11 16:32:00,1,19,462,147.234.20.46,29,2,70,2,145,1,6777.12,2024-04-11 08:08:00,0
TX001008,AC00311,297.15,2023-12-10 18:11:00,1,31,215,122.94.26.104,33,2,76,2,178,1,5449.37,2024-04-11 08:10:00,0
TX001009,AC00075,647.85,2023-04-12 16:31:00,1,29,433,97.106.5.76,33,1,36,0,121,1,13779.97,2024-04-11 08:09:00,1
TX001011,AC00247,273.92,2023-08-05 17:54:00,1,41,453,101.90.40.193,85,2,28,3,35,1,1029.15,2024-04-11 08:09:00,0
TX001013,AC00257,929.6075,2023-11-07 16:45:00,1,21,290,32.13.122.242,54,0,41,1,248,1,6710.51,2024-04-11 08:10:00,1
TX001016,AC00416,285.18,2023-08-03 16:39:00,0,34,392,110.247.153.70,83,1,55,0,150,1,14847.97,2024-04-11 08:09:00,0
TX001019,AC00323,150.03,2023-10-07 16:17:00,1,8,252,219.219.117.136,58,0,73,2,176,1,7491.42,2024-04-11 08:11:00,0
TX001020,AC00209,428.61,2023-09-10 16:00:00,1,14,215,6.204.110.7,48,1,51,2,131,1,2116.36,2024-04-11 08:07:00,0
TX001021,AC00337,309.56,2023-05-06 17:29:00,1,5,444,6.204.110.7,93,2,58,0,147,1,972.04,2024-04-11 08:09:00,0
TX001024,AC00194,146.92,2023-08-09 16:28:00,1,32,396,77.7.223.184,2,0,64,2,272,1,3990.6,2024-04-11 08:07:00,0
TX001026,AC00214,101.34,2023-03-03 17:49:00,1,4,382,147.227.81.224,67,0,24,3,46,1,703.26,2024-04-11 08:10:00,0
TX001032,AC00258,66.69,2023-01-11 16:03:00,0,35,468,52.50.209.49,42,1,25,3,140,1,1210.33,2024-04-11 08:07:00,0
TX001033,AC00164,95.75,2023-12-07 16:54:00,1,20,33,190.92.63.219,63,1,31,1,169,1,337.62,2024-04-11 08:07:00,0
TX001038,AC00005,107.48,2023-04-12 18:01:00,1,29,179,44.73.3.217,79,1,22,3,129,1,591.23,2024-04-11 08:08:00,0
TX001039,AC00291,36.57,2023-07-08 16:49:00,1,29,464,221.23.158.87,50,0,62,2,69,1,2583.07,2024-04-11 08:07:00,0
TX001040,AC00284,575.62,2023-12-06 18:30:00,1,28,516,116.175.11.222,80,2,43,0,129,1,234.41,2024-04-11 08:11:00,1
TX001042,AC00310,832.3,2023-12-07 16:55:00,0,2,123,73.156.208.26,60,1,69,2,86,1,6617.52,2024-04-11 08:06:00,1
TX001043,AC00246,180.65,2023-04-12 17:54:00,1,5,418,10.223.224.50,11,1,22,3,38,5,816.01,2024-04-11 08:09:00,0
TX001045,AC00318,109.3,2023-02-08 16:52:00,1,13,5,93.146.251.20,19,1,56,0,27,1,13510.11,2024-04-11 08:06:00,0
TX001046,AC00474,230.08,2023-01-05 16:23:00,1,2,38,93.52.44.101,5,2,79,2,124,1,4466.1,2024-04-11 08:11:00,0
TX001048,AC00100,71.29,2023-02-02 17:02:00,1,6,265,112.86.148.212,74,0,68,2,55,2,7225.63,2024-04-11 08:07:00,0
TX001051,AC00420,62.86,2023-08-05 16:24:00,1,15,214,200.136.146.93,89,1,25,3,31,1,1040.43,2024-04-11 08:10:00,0
TX001054,AC00052,11.46,2023-09-10 16:50:00,1,6,187,217.82.46.37,55,2,67,2,73,1,6628.75,2024-04-11 08:07:00,0
TX001055,AC00151,382.07,2023-05-06 17:48:00,0,29,249,21.97.154.92,90,1,62,0,147,1,10156.09,2024-04-11 08:08:00,0
TX001057,AC00348,65.32,2023-02-11 16:15:00,1,23,517,40.10.25.102,93,0,28,3,54,1,9165.02,2024-04-11 08:11:00,0
TX001058,AC00191,83.07,2023-06-01 16:13:00,1,24,148,138.210.196.19,25,1,27,1,291,4,6704.76,2024-04-11 08:10:00,0
TX001060,AC00487,85.31,2023-11-12 16:06:00,1,18,257,45.64.74.86,18,0,62,2,27,1,6095.65,2024-04-11 08:08:00,0
TX001061,AC00173,726.61,2023-03-11 16:31:00,1,31,114,210.228.226.64,80,0,18,3,277,1,1008.76,2024-04-11 08:10:00,1
TX001062,AC00089,130.4,2023-03-04 16:31:00,1,33,282,163.129.70.210,23,1,45,1,63,1,4381.24,2024-04-11 08:09:00,0
TX001063,AC00456,68.1,2023-02-01 16:00:00,1,25,189,94.227.164.192,88,0,20,3,47,1,1382.8,2024-04-11 08:10:00,0
TX001064,AC00025,65.26,2023-08-12 17:05:00,1,34,372,77.208.193.198,25,1,26,3,72,1,7380.63,2024-04-11 08:10:00,0
TX001069,AC00356,289.1,2023-11-07 16:08:00,1,3,452,105.87.212.115,63,0,27,3,206,1,267.53,2024-04-11 08:09:00,0
TX001070,AC00065,390.09,2023-09-10 16:52:00,1,12,443,48.89.167.189,56,2,26,1,49,1,2617.23,2024-04-11 08:10:00,0
TX001073,AC00045,929.6075,2023-05-01 16:43:00,1,32,119,138.210.196.19,80,1,67,2,79,1,2011.6,2024-04-11 08:11:00,1
TX001074,AC00442,100.27,2023-10-07 17:25:00,1,24,236,144.91.150.133,44,2,79,2,51,1,4309.9,2024-04-11 08:10:00,0
TX001086,AC00154,7.82,2023-09-01 17:56:00,1,4,50,40.45.69.120,89,0,36,1,273,1,2240.49,2024-04-11 08:09:00,0
TX001090,AC00423,256.05,2023-07-06 16:26:00,1,26,239,4.105.134.118,8,0,54,2,35,1,6910.18,2024-04-11 08:11:00,0
TX001092,AC00332,233.71,2023-03-10 17:06:00,1,21,363,35.67.21.23,72,1,63,0,11,1,6095.5,2024-04-11 08:08:00,0
TX001098,AC00295,451.35,2023-05-09 18:45:00,0,3,334,42.61.10.112,27,1,47,1,223,1,7707.96,2024-04-11 08:07:00,0
TX001099,AC00157,299.42,2023-04-12 17:25:00,0,38,393,133.63.96.21,4,1,63,2,53,1,4735.41,2024-04-11 08:09:00,0
TX001104,AC00189,350.72,2023-02-08 16:37:00,0,14,514,46.150.175.171,34,0,28,3,48,1,1982.9,2024-04-11 08:07:00,0
TX001105,AC00328,3.8,2023-01-08 16:13:00,1,5,226,8.244.162.185,56,2,65,0,174,1,5766.96,2024-04-11 08:12:00,0
TX001108,AC00209,167.47,2023-01-12 17:45:00,1,34,1,175.166.115.182,23,0,35,1,103,1,2293.13,2024-04-11 08:12:00,0
TX001113,AC00271,36.76,2023-10-04 16:51:00,0,30,288,58.1.27.124,52,2,65,2,108,1,1228.93,2024-04-11 08:12:00,0
TX001116,AC00245,42.58,2023-06-02 16:32:00,1,38,293,214.247.164.80,56,2,30,0,80,1,13485.0,2024-04-11 08:10:00,0
TX001117,AC00105,122.35,2023-12-04 17:50:00,0,1,488,219.219.117.136,7,1,53,2,188,1,6472.5,2024-04-11 08:09:00,0
TX001118,AC00122,248.66,2023-03-02 17:46:00,1,6,105,175.166.115.182,57,2,28,1,113,1,2571.39,2024-04-11 08:11:00,0
TX001122,AC00426,303.97,2023-02-02 16:55:00,1,13,173,7.146.35.122,55,2,24,3,77,5,1590.88,2024-04-11 08:07:00,0
TX001123,AC00204,219.02,2024-01-01 16:30:00,0,36,336,187.223.139.194,92,2,54,1,68,1,7375.73,2024-04-11 08:09:00,0
TX001131,AC00306,9.18,2023-06-07 18:10:00,1,37,405,82.88.241.226,95,2,22,3,140,1,887.32,2024-04-11 08:09:00,0
TX001132,AC00164,421.25,2023-05-01 16:13:00,1,13,319,156.134.123.253,6,2,25,3,66,1,7174.69,2024-04-11 08:07:00,0
TX001133,AC00236,185.71,2023-07-08 16:15:00,1,41,475,32.71.250.58,83,1,48,1,194,1,2679.91,2024-04-11 08:09:00,0
TX001134,AC00095,929.6075,2023-08-09 17:50:00,1,21,209,105.87.212.115,80,1,60,2,138,1,4315.07,2024-04-11 08:09:00,1
TX001136,AC00386,297.03,2023-08-09 17:08:00,1,2,255,198.39.35.23,40,2,61,2,151,1,1088.62,2024-04-11 08:10:00,0
TX001137,AC00032,341.67,2023-06-03 16:45:00,1,29,128,140.94.123.72,36,1,53,2,96,5,1442.29,2024-04-11 08:09:00,0
TX001138,AC00152,99.52,2023-10-04 17:49:00,1,36,259,24.181.236.233,82,0,52,1,127,1,3798.09,2024-04-11 08:11:00,0
TX001143,AC00331,568.88,2023-10-02 16:28:00,1,26,251,213.15.9.253,75,1,19,3,105,1,1307.86,2024-04-11 08:08:00,1
TX001147,AC00068,929.6075,2023-04-07 16:30:00,1,22,149,160.212.125.105,96,1,31,1,135,1,9977.49,2024-04-11 08:06:00,1
TX001149,AC00352,349.34,2023-09-01 16:53:00,0,16,304,199.59.68.207,46,0,28,3,245,1,614.14,2024-04-11 08:10:00,0
TX001150,AC00254,283.15,2023-11-08 16:31:00,1,3,291,36.77.94.252,88,2,24,3,180,1,603.79,2024-04-11 08:11:00,0
TX001154,AC00353,63.74,2023-12-09 17:50:00,1,6,496,100.128.70.210,91,2,63,2,31,1,4336.4,2024-04-11 08:08:00,0
TX001158,AC00379,8.95,2023-04-10 16:01:00,1,28,519,11.167.243.171,7,2,76,2,102,1,3299.84,2024-04-11 08:09:00,0
TX001160,AC00243,149.4,2023-02-05 16:30:00,1,6,62,154.138.163.229,38,0,53,2,123,1,1035.22,2024-04-11 08:10:00,0
TX001165,AC00109,389.7,2023-10-03 16:40:00,0,2,320,155.164.18.235,29,1,62,0,216,1,7125.15,2024-04-11 08:10:00,0
TX001166,AC00393,161.1,2023-10-04 17:28:00,0,24,0,117.67.192.211,1,0,19,3,104,1,239.12,2024-04-11 08:10:00,0
TX001167,AC00175,309.77,2023-08-05 16:31:00,0,35,292,40.10.25.102,9,2,67,2,137,1,4378.14,2024-04-11 08:06:00,0
TX001170,AC00477,724.18,2023-06-02 16:07:00,1,13,116,104.155.121.252,1,1,41,0,134,1,10922.78,2024-04-11 08:08:00,1
TX001178,AC00211,224.73,2023-09-02 16:27:00,1,24,4,3.102.127.165,1,1,76,2,63,1,7551.89,2024-04-11 08:08:00,0
TX001185,AC00107,149.02,2023-01-09 16:35:00,0,13,266,199.59.68.207,18,1,46,1,176,1,9379.72,2024-04-11 08:06:00,0
TX001187,AC00384,876.57,2023-11-09 16:16:00,0,32,274,195.164.171.146,55,0,62,2,118,1,3743.63,2024-04-11 08:06:00,1
TX001189,AC00126,643.03,2023-01-08 16:23:00,0,17,292,104.155.121.252,1,2,36,1,52,1,2882.16,2024-04-11 08:08:00,1
TX001190,AC00437,7.95,2023-09-01 16:45:00,1,31,119,101.120.142.50,86,0,79,2,65,1,5631.2,2024-04-11 08:10:00,0
TX001195,AC00201,231.46,2023-08-06 16:42:00,0,24,109,77.208.193.198,46,1,60,1,83,1,4707.24,2024-04-11 08:08:00,0
TX001199,AC00480,201.73,2023-05-09 18:45:00,1,3,199,214.67.148.245,95,2,57,1,78,1,6650.71,2024-04-11 08:12:00,0
TX001200,AC00303,161.31,2023-11-09 16:24:00,1,26,434,34.86.220.205,50,0,28,3,13,1,1268.67,2024-04-11 08:08:00,0
TX001201,AC00249,18.41,2023-01-12 17:26:00,1,1,21,58.190.9.136,71,1,53,0,168,1,8287.54,2024-04-11 08:11:00,0
TX001202,AC00263,471.75,2023-06-06 18:31:00,0,38,337,100.4.40.132,47,1,34,0,41,1,12948.5,2024-04-11 08:10:00,0
TX001206,AC00087,32.91,2023-04-05 16:37:00,1,13,359,54.252.249.33,35,2,19,3,255,1,427.3,2024-04-11 08:06:00,0
TX001207,AC00196,3.8,2023-08-08 16:47:00,1,10,465,56.116.189.0,73,1,67,2,140,1,6285.39,2024-04-11 08:08:00,0
TX001208,AC00267,31.81,2023-06-04 17:41:00,1,13,480,147.114.91.132,32,2,51,2,149,1,1406.6,2024-04-11 08:06:00,0
TX001209,AC00267,220.2,2023-11-09 16:25:00,1,4,228,23.255.214.209,46,2,28,3,102,1,1075.15,2024-04-11 08:11:00,0
TX001210,AC00125,476.03,2023-01-09 16:12:00,0,15,358,130.92.201.49,2,1,77,2,99,1,5958.34,2024-04-11 08:09:00,0
TX001212,AC00477,95.83,2023-01-12 16:01:00,1,42,72,133.67.250.163,69,2,27,3,91,1,1726.4,2024-04-11 08:08:00,0
TX001213,AC00417,51.15,2023-01-03 17:26:00,0,20,173,221.206.44.63,18,1,46,1,199,1,8992.25,2024-04-11 08:10:00,0
TX001219,AC00398,285.26,2023-01-11 16:09:00,1,1,111,64.57.44.102,61,0,28,3,93,1,167.72,2024-04-11 08:11:00,0
TX001220,AC00029,129.48,2023-06-02 16:30:00,1,39,246,106.244.1.47,0,0,31,1,179,1,7581.7,2024-04-11 08:10:00,0
TX001222,AC00431,297.86,2023-06-02 17:32:00,0,25,316,205.45.234.42,69,0,28,3,96,1,1680.14,2024-04-11 08:11:00,0
TX001223,AC00275,231.92,2023-10-07 18:00:00,1,16,221,47.82.77.181,48,0,66,0,12,1,5715.08,2024-04-11 08:11:00,0
TX001225,AC00442,302.86,2023-03-07 18:56:00,1,20,3,144.91.150.133,80,2,55,0,275,1,5239.24,2024-04-11 08:12:00,0
TX001232,AC00328,38.37,2023-01-09 16:07:00,1,35,185,136.162.111.135,2,0,63,0,135,1,8647.04,2024-04-11 08:10:00,0
TX001233,AC00160,269.79,2023-03-10 16:15:00,1,38,163,82.115.199.37,12,0,52,1,17,1,1292.1,2024-04-11 08:07:00,0
TX001235,AC00090,11.19,2023-02-01 17:34:00,1,2,292,195.237.152.198,89,0,60,1,40,1,9877.17,2024-04-11 08:12:00,0
TX001241,AC00053,137.59,2023-03-01 16:27:00,1,26,333,161.25.82.11,64,0,30,0,95,1,10679.67,2024-04-11 08:11:00,0
TX001243,AC00494,430.98,2023-10-10 18:14:00,1,3,143,168.55.199.214,57,1,24,3,93,1,569.25,2024-04-11 08:11:00,0
TX001244,AC00219,13.87,2023-11-12 18:32:00,1,31,505,37.227.215.145,76,1,24,3,20,1,954.83,2024-04-11 08:07:00,0
TX001247,AC00285,302.82,2023-03-11 16:50:00,1,17,230,79.47.176.19,19,0,36,1,175,1,9384.54,2024-04-11 08:07:00,0
TX001249,AC00073,406.81,2023-05-12 16:32:00,1,27,58,207.157.126.125,15,2,66,2,84,1,1968.36,2024-04-11 08:08:00,0
TX001250,AC00383,256.3,2023-05-04 16:21:00,1,27,81,133.63.96.21,65,2,53,2,172,1,4203.05,2024-04-11 08:06:00,0
TX001253,AC00460,379.54,2023-03-01 17:14:00,0,16,503,109.105.179.186,39,1,41,0,118,1,12571.76,2024-04-11 08:06:00,0
TX001254,AC00439,903.19,2023-06-07 17:52:00,1,12,226,174.61.77.54,27,2,22,3,65,1,8627.08,2024-04-11 08:06:00,1
TX001257,AC00330,295.18,2023-09-05 17:54:00,0,9,102,200.13.225.150,99,1,66,0,31,1,12961.53,2024-04-11 08:07:00,0
TX001261,AC00247,414.77,2024-01-01 17:37:00,1,37,434,49.20.211.229,13,2,29,0,274,1,5599.81,2024-04-11 08:08:00,0
TX001266,AC00176,595.91,2023-10-08 18:39:00,0,35,50,200.136.146.93,84,0,19,3,162,1,1673.76,2024-04-11 08:10:00,1
TX001267,AC00417,6.03,2023-09-08 18:42:00,1,6,273,86.83.61.143,34,1,76,2,70,1,3290.72,2024-04-11 08:09:00,0
TX001272,AC00475,188.13,2023-02-06 18:12:00,0,17,125,175.210.47.87,90,2,75,2,198,1,5029.87,2024-04-11 08:10:00,0
TX001275,AC00398,929.6075,2023-12-10 16:29:00,1,28,233,173.135.78.201,90,2,41,0,150,1,6499.53,2024-04-11 08:06:00,1
TX001276,AC00221,170.24,2023-05-06 16:24:00,1,37,121,47.167.178.158,49,1,62,2,133,1,5172.99,2024-04-11 08:08:00,0
TX001280,AC00373,146.15,2023-06-01 17:52:00,1,31,479,60.166.231.236,97,1,43,0,75,1,13784.4,2024-04-11 08:06:00,0
TX001283,AC00409,76.02,2023-12-07 16:58:00,0,0,483,181.223.246.123,86,2,34,0,189,1,14765.41,2024-04-11 08:11:00,0
TX001284,AC00410,170.19,2023-07-07 17:40:00,0,20,205,110.150.1.201,76,1,27,3,156,5,745.87,2024-04-11 08:12:00,0
TX001293,AC00125,19.48,2023-10-07 16:01:00,1,9,509,16.128.130.153,1,0,27,1,114,1,4739.59,2024-04-11 08:08:00,0
TX001294,AC00200,190.17,2023-09-06 17:41:00,1,3,356,148.181.195.227,42,0,49,0,265,1,12893.85,2024-04-11 08:08:00,0
TX001295,AC00213,91.38,2023-03-04 16:41:00,1,17,459,163.129.70.210,12,0,65,2,179,1,2402.58,2024-04-11 08:06:00,0
TX001296,AC00035,206.63,2023-07-12 16:11:00,0,28,192,115.30.82.168,22,2,59,2,128,1,7626.53,2024-04-11 08:10:00,0
TX001297,AC00070,93.22,2023-07-04 17:11:00,1,5,113,70.130.169.235,29,2,52,2,52,1,1014.63,2024-04-11 08:09:00,0
TX001299,AC00060,641.06,2023-11-12 16:09:00,1,7,45,116.106.207.139,98,0,23,3,25,1,1602.13,2024-04-11 08:07:00,1
TX001304,AC00396,91.84,2023-05-07 17:21:00,0,23,231,28.120.130.118,22,1,67,2,80,1,1712.41,2024-04-11 08:08:00,0
TX001306,AC00479,859.3,2023-01-08 17:18:00,0,7,52,77.7.223.184,65,1,78,2,68,1,1146.78,2024-04-11 08:06:00,1
TX001308,AC00024,28.78,2023-07-08 16:08:00,0,40,34,186.135.2.148,95,2,40,0,51,1,680.55,2024-04-11 08:11:00,0
TX001310,AC00470,470.96,2023-10-03 16:22:00,0,16,451,106.244.1.47,35,2,69,0,124,2,12991.03,2024-04-11 08:11:00,0
TX001311,AC00032,52.23,2023-11-09 18:08:00,0,37,71,154.138.163.229,15,1,28,3,96,1,105.01,2024-04-11 08:08:00,0
TX001315,AC00452,30.87,2023-12-07 16:50:00,1,14,11,34.92.221.183,24,0,33,0,295,1,14348.65,2024-04-11 08:10:00,0
TX001316,AC00036,710.43,2023-08-03 17:07:00,1,36,301,189.198.67.252,6,2,67,2,115,1,5625.55,2024-04-11 08:08:00,1
TX001319,AC00264,101.52,2023-09-08 16:22:00,1,40,1,63.82.133.139,85,0,49,1,98,1,2018.9,2024-04-11 08:08:00,0
TX001320,AC00123,162.65,2023-11-05 17:15:00,1,27,136,112.86.148.212,87,0,59,1,147,1,9500.95,2024-04-11 08:11:00,0
TX001323,AC00259,202.34,2023-10-01 16:32:00,1,27,18,146.250.144.172,48,2,20,3,134,1,1223.45,2024-04-11 08:11:00,0
TX001325,AC00482,686.17,2023-03-10 17:27:00,1,10,85,199.199.60.222,29,0,61,2,96,1,2246.15,2024-04-11 08:07:00,1
TX001326,AC00020,359.65,2023-12-01 17:58:00,0,17,107,45.64.74.86,84,2,25,3,289,1,219.53,2024-04-11 08:09:00,0
TX001327,AC00453,109.91,2023-01-05 16:23:00,1,39,394,173.135.78.201,73,1,38,0,90,1,12896.06,2024-04-11 08:10:00,0
TX001328,AC00367,215.72,2023-11-10 18:04:00,0,8,516,93.151.52.152,31,1,30,1,137,1,8697.11,2024-04-11 08:11:00,0
TX001331,AC00078,614.03,2023-08-05 16:37:00,1,9,524,58.190.9.136,85,0,68,2,51,1,2815.86,2024-04-11 08:08:00,1
TX001332,AC00212,608.79,2023-03-11 18:37:00,1,13,302,158.129.49.240,14,2,55,1,157,1,2991.17,2024-04-11 08:12:00,1
TX001342,AC00403,395.27,2023-07-08 16:38:00,0,24,38,150.83.4.238,84,2,18,3,167,1,1764.08,2024-04-11 08:08:00,0
TX001343,AC00228,289.05,2023-09-06 17:58:00,1,27,375,174.61.77.54,87,0,75,2,116,1,5683.49,2024-04-11 08:11:00,0
TX001346,AC00204,388.07,2023-05-09 17:34:00,1,39,319,44.197.126.59,66,2,24,3,68,1,289.71,2024-04-11 08:10:00,0
TX001349,AC00094,31.7,2023-01-06 16:56:00,0,33,448,113.134.242.82,73,0,48,0,121,1,743.9,2024-04-11 08:08:00,0
TX001350,AC00185,22.3,2023-01-05 16:57:00,1,30,28,133.63.96.21,29,0,21,3,90,1,1200.35,2024-04-11 08:12:00,0
TX001357,AC00280,406.65,2023-08-11 18:32:00,1,23,9,147.234.20.46,61,0,57,0,107,1,12995.7,2024-04-11 08:11:00,0
TX001360,AC00113,174.39,2023-09-01 16:08:00,1,37,63,98.255.160.110,14,0,19,3,36,1,1127.08,2024-04-11 08:11:00,0
TX001362,AC00136,61.98,2023-03-01 18:18:00,1,10,284,20.147.6.179,37,2,49,1,44,1,5212.28,2024-04-11 08:08:00,0
TX001363,AC00204,54.85,2023-05-09 16:05:00,0,37,227,214.67.148.245,70,1,58,2,40,1,2727.45,2024-04-11 08:09:00,0
TX001365,AC00305,16.55,2023-11-09 17:05:00,1,40,364,214.32.109.197,8,1,26,1,159,1,6089.79,2024-04-11 08:08:00,0
TX001366,AC00338,91.32,2023-10-11 16:43:00,1,25,269,49.29.37.185,55,1,58,1,77,1,2618.1,2024-04-11 08:08:00,0
TX001367,AC00268,195.49,2023-12-06 16:34:00,1,22,360,147.227.81.224,15,0,31,0,212,1,11988.12,2024-04-11 08:08:00,0
TX001368,AC00363,49.62,2023-07-12 16:19:00,1,32,65,19.228.76.177,54,0,55,1,111,1,3841.42,2024-04-11 08:07:00,0
TX001369,AC00316,487.16,2023-02-01 16:01:00,0,20,275,156.96.135.18,76,1,28,3,84,1,321.21,2024-04-11 08:12:00,0
TX001370,AC00167,405.6,2023-08-08 17:41:00,1,40,482,36.77.94.252,30,2,37,1,44,1,9754.73,2024-04-11 08:09:00,0
TX001372,AC00098,345.94,2023-09-10 17:32:00,1,32,270,129.102.184.189,99,0,31,0,163,1,7624.56,2024-04-11 08:11:00,0
TX001373,AC00116,356.56,2023-09-10 17:23:00,1,27,302,157.130.28.27,99,2,47,1,52,1,2485.73,2024-04-11 08:11:00,0
TX001377,AC00074,278.23,2023-04-05 17:49:00,1,14,401,116.106.207.139,18,2,48,1,83,1,8300.54,2024-04-11 08:09:00,0
TX001378,AC00063,116.88,2023-04-10 17:10:00,1,22,19,23.163.145.195,25,0,45,0,263,1,7717.34,2024-04-11 08:10:00,0
TX001379,AC00085,328.77,2023-03-04 17:59:00,0,36,107,101.120.142.50,32,2,39,0,247,1,6967.03,2024-04-11 08:09:00,0
TX001382,AC00304,313.69,2023-10-03 16:35:00,1,28,170,53.131.194.183,33,1,73,2,152,1,7093.68,2024-04-11 08:10:00,0
TX001386,AC00292,23.01,2023-09-06 18:33:00,1,19,277,55.154.161.250,89,1,63,2,166,1,5958.75,2024-04-11 08:09:00,0
TX001389,AC00412,407.65,2023-07-08 17:17:00,1,10,9,8.136.178.116,94,0,25,3,263,1,273.78,2024-04-11 08:08:00,0
TX001391,AC00120,301.56,2023-09-02 17:46:00,1,39,10,155.37.19.43,10,1,49,0,118,1,10389.6,2024-04-11 08:10:00,0
TX001395,AC00438,145.4,2023-06-07 17:53:00,1,40,54,49.174.157.140,43,2,38,1,24,1,5244.49,2024-04-11 08:09:00,0
TX001399,AC00410,282.65,2023-08-03 17:42:00,1,13,469,135.73.131.111,11,0,35,0,161,1,13801.15,2024-04-11 08:08:00,0
TX001402,AC00092,66.01,2023-06-10 18:39:00,1,25,248,49.172.82.247,41,2,49,1,179,1,3475.99,2024-04-11 08:07:00,0
TX001403,AC00133,447.95,2023-11-01 17:27:00,1,40,336,19.20.13.234,1,1,29,1,75,1,7544.4,2024-04-11 08:09:00,0
TX001405,AC00498,26.75,2023-08-05 16:25:00,1,16,407,131.41.45.13,95,2,33,0,27,1,12063.77,2024-04-11 08:07:00,0
TX001406,AC00006,611.15,2023-11-08 17:12:00,1,11,37,51.250.46.149,8,0,27,3,121,1,892.83,2024-04-11 08:09:00,1
TX001409,AC00144,469.13,2023-04-12 17:53:00,0,35,382,63.191.171.41,8,0,54,0,139,1,1265.28,2024-04-11 08:07:00,0
TX001410,AC00157,102.81,2023-04-12 16:23:00,1,39,61,21.28.32.1,73,1,76,2,47,1,3228.87,2024-04-11 08:08:00,0
TX001412,AC00374,68.28,2023-08-06 18:54:00,1,4,488,148.112.151.27,99,2,56,1,293,1,3213.16,2024-04-11 08:08:00,0
TX001418,AC00368,389.05,2023-06-01 17:35:00,1,9,287,7.105.184.86,74,0,27,3,41,1,761.0,2024-04-11 08:11:00,0
TX001422,AC00144,335.48,2023-02-03 16:06:00,1,28,170,107.247.202.71,39,1,45,1,155,1,3023.16,2024-04-11 08:06:00,0
TX001425,AC00179,360.02,2023-09-02 16:29:00,1,9,57,49.31.186.82,3,2,68,2,68,1,6400.59,2024-04-11 08:08:00,0
TX001426,AC00175,567.71,2023-06-02 18:39:00,1,22,456,6.204.110.7,85,2,63,0,80,1,13884.24,2024-04-11 08:10:00,1
TX001428,AC00067,209.99,2023-07-09 17:19:00,1,10,289,125.89.163.224,13,0,19,3,40,1,1938.01,2024-04-11 08:11:00,0
TX001434,AC00455,101.23,2023-04-08 18:34:00,1,7,526,171.150.178.172,14,2,45,1,87,1,6169.71,2024-04-11 08:06:00,0
TX001436,AC00118,692.55,2023-07-03 16:51:00,1,5,434,180.224.54.115,57,1,53,2,109,1,2451.56,2024-04-11 08:12:00,1
TX001437,AC00275,147.31,2023-12-06 17:10:00,0,23,47,100.4.40.132,4,2,34,0,92,1,13625.52,2024-04-11 08:07:00,0
TX001438,AC00028,107.48,2023-07-02 17:38:00,1,20,468,120.32.147.210,57,1,20,3,103,1,1379.39,2024-04-11 08:12:00,0
TX001440,AC00090,81.51,2023-10-08 16:10:00,1,42,64,192.95.36.246,58,1,25,3,97,1,865.49,2024-04-11 08:07:00,0
TX001442,AC00441,491.1,2023-05-06 16:08:00,0,15,308,175.210.47.87,66,2,35,1,125,1,7833.85,2024-04-11 08:07:00,0
TX001448,AC00080,929.6075,2023-04-12 16:16:00,1,25,378,62.152.134.92,41,2,43,1,300,1,3493.13,2024-04-11 08:10:00,1
TX001451,AC00268,78.77,2023-08-05 18:36:00,0,19,238,64.15.0.66,84,0,48,1,50,1,6470.57,2024-04-11 08:06:00,0
TX001452,AC00460,26.5,2023-08-02 16:42:00,1,16,142,9.230.41.239,62,2,48,1,179,1,4854.83,2024-04-11 08:07:00,0
TX001454,AC00398,142.78,2023-09-05 16:40:00,1,36,380,80.75.92.66,20,1,68,0,150,1,11705.88,2024-04-11 08:12:00,0
TX001456,AC00015,774.48,2023-06-03 16:12:00,1,21,188,76.136.92.235,12,1,61,0,31,1,11613.58,2024-04-11 08:08:00,1
TX001457,AC00462,105.37,2023-11-05 18:31:00,1,34,254,164.75.163.220,42,0,25,3,160,1,1068.55,2024-04-11 08:09:00,0
TX001460,AC00460,659.71,2023-05-05 16:10:00,0,38,77,150.83.4.238,51,1,21,3,148,1,106.86,2024-04-11 08:09:00,1
TX001463,AC00266,11.3,2023-01-12 16:33:00,0,21,399,10.191.172.154,43,2,55,2,41,1,1938.99,2024-04-11 08:09:00,0
TX001465,AC00132,130.93,2023-08-02 16:52:00,0,15,314,193.221.15.59,60,1,28,1,149,1,860.12,2024-04-11 08:11:00,0
TX001469,AC00396,307.24,2023-02-11 16:05:00,1,38,440,17.87.7.140,95,0,19,3,136,2,1670.72,2024-04-11 08:09:00,0
TX001471,AC00024,820.46,2023-03-04 16:22:00,0,13,151,89.21.156.229,40,2,53,1,243,1,5621.86,2024-04-11 08:10:00,1
TX001472,AC00250,153.07,2023-03-04 18:37:00,1,11,384,92.214.76.157,33,0,56,1,116,1,8873.43,2024-04-11 08:12:00,0
TX001473,AC00373,52.94,2023-12-06 17:36:00,1,40,128,98.255.160.110,51,1,41,0,146,1,6990.92,2024-04-11 08:11:00,0
TX001475,AC00422,235.42,2023-10-07 18:34:00,1,31,321,105.87.212.115,59,1,51,2,175,1,6173.23,2024-04-11 08:11:00,0
